candidat_id,offre_id,titre,proxy_relevance,score_sem,score_hybride,taux_match,verdict_recrutement,rank_pgvector,rank_graph,rank_shift,relevance,binary_relevance,score_hybride_optuna,rank_optuna,top10_optuna
PPPNR2504280026832,OFFRE_005251_c18cb599ae19,Janitor/Receptionist,0.2625,0.5277,0.3697,0.0,hors_cible_actuel,23,6,17,0.2625,0,0.0,6,True
PPPNR2504280026832,OFFRE_005312_e862a1e678c2,04 Technicens Plombiers Dla/Yde,0.2625,0.5277,0.3697,0.0,hors_cible_actuel,24,7,17,0.2625,0,0.0,7,True
PPPNR2504280026832,OFFRE_005631_dd294fac0040,(02) PLOMBIERS INDUSTRIELS,0.2625,0.5277,0.3697,0.0,hors_cible_actuel,30,8,22,0.2625,0,0.0,8,True
PPPNR2504280026832,OFFRE_009214_ab7a2ab5d938,"OBTENEZ UNE CERTIFICATION CISCO, CCNA,CCNP-FORMATION SUIVIE D'UN RECRUTEMENT",0.125,0.5658,0.2348,0.0,hors_cible_actuel,1,9,-8,0.125,0,0.0,9,True
PPPNR2504280026832,OFFRE_009118_323308a5b4d1,"UNE CERTIFICATION CISCO, CCNA,CCNP-FORMATION SUIVIE D'UN RECRUTEMENT",0.125,0.5658,0.2348,0.0,hors_cible_actuel,2,10,-8,0.125,0,0.0,10,True
PPPNR2509230044381,OFFRE_012425_7a4543d804a1,Chauffeur,0.5625,0.5939,0.6929,1.0,postuler_avec_plan_de_montee_en_competence,1,1,0,0.5625,1,1.0,1,True
PPPNR2509230044381,OFFRE_013050_95dc2385ce7f,Chauffeur,0.5625,0.5783,0.6874,1.0,postuler_avec_plan_de_montee_en_competence,2,2,0,0.5625,1,1.0,2,True
PPPNR2509230044381,OFFRE_011867_ebfce01c048d,Chauffeur,0.5625,0.5693,0.6843,1.0,postuler_avec_plan_de_montee_en_competence,3,3,0,0.5625,1,1.0,3,True
PPPNR2509230044381,OFFRE_012223_a77cb6e9867c,Stagiaire Chauffeur,0.5625,0.5623,0.6818,1.0,postuler_avec_plan_de_montee_en_competence,4,4,0,0.5625,1,1.0,4,True
PPPNR2509230044381,OFFRE_011624_be41bc98f8b3,Chauffeur Kavaki,0.5625,0.5508,0.6778,1.0,postuler_avec_plan_de_montee_en_competence,5,5,0,0.5625,1,1.0,5,True
PPPNR2509230044381,OFFRE_012209_56c86b9f1126,Chauffeur Coursier,0.5625,0.5487,0.677,1.0,postuler_avec_plan_de_montee_en_competence,6,6,0,0.5625,1,1.0,6,True
PPPNR2509230044381,OFFRE_012078_a08d8554ded1,Chauffeur,0.5625,0.5421,0.6747,1.0,postuler_avec_plan_de_montee_en_competence,8,7,1,0.5625,1,1.0,7,True
PPPNR2509230044381,OFFRE_012718_ba1cb930e0b7,Chauffeur,0.5625,0.54,0.674,1.0,postuler_avec_plan_de_montee_en_competence,9,8,1,0.5625,1,1.0,8,True
PPPNR2509230044381,OFFRE_012273_6f1cd14e1f77,Chauffeur Kavaki,0.5625,0.54,0.674,1.0,postuler_avec_plan_de_montee_en_competence,10,9,1,0.5625,1,1.0,9,True
PPPNR2509230044381,OFFRE_012279_12d4d8c2dc6f,Chauffeur Kavaki,0.5625,0.54,0.674,1.0,postuler_avec_plan_de_montee_en_competence,11,10,1,0.5625,1,1.0,10,True
PPBZV2510160047853,OFFRE_012425_7a4543d804a1,Chauffeur,0.5625,0.5939,0.6929,1.0,postuler_avec_plan_de_montee_en_competence,1,1,0,0.5625,1,1.0,1,True
PPBZV2510160047853,OFFRE_013050_95dc2385ce7f,Chauffeur,0.5625,0.5783,0.6874,1.0,postuler_avec_plan_de_montee_en_competence,2,2,0,0.5625,1,1.0,2,True
PPBZV2510160047853,OFFRE_011867_ebfce01c048d,Chauffeur,0.5625,0.5693,0.6843,1.0,postuler_avec_plan_de_montee_en_competence,3,3,0,0.5625,1,1.0,3,True
PPBZV2510160047853,OFFRE_012223_a77cb6e9867c,Stagiaire Chauffeur,0.5625,0.5623,0.6818,1.0,postuler_avec_plan_de_montee_en_competence,4,4,0,0.5625,1,1.0,4,True
PPBZV2510160047853,OFFRE_011624_be41bc98f8b3,Chauffeur Kavaki,0.5625,0.5508,0.6778,1.0,postuler_avec_plan_de_montee_en_competence,5,5,0,0.5625,1,1.0,5,True
PPBZV2510160047853,OFFRE_012209_56c86b9f1126,Chauffeur Coursier,0.5625,0.5487,0.677,1.0,postuler_avec_plan_de_montee_en_competence,6,6,0,0.5625,1,1.0,6,True
PPBZV2510160047853,OFFRE_012078_a08d8554ded1,Chauffeur,0.5625,0.5421,0.6747,1.0,postuler_avec_plan_de_montee_en_competence,8,7,1,0.5625,1,1.0,7,True
PPBZV2510160047853,OFFRE_012718_ba1cb930e0b7,Chauffeur,0.5625,0.54,0.674,1.0,postuler_avec_plan_de_montee_en_competence,9,8,1,0.5625,1,1.0,8,True
PPBZV2510160047853,OFFRE_012273_6f1cd14e1f77,Chauffeur Kavaki,0.5625,0.54,0.674,1.0,postuler_avec_plan_de_montee_en_competence,10,9,1,0.5625,1,1.0,9,True
PPBZV2510160047853,OFFRE_012279_12d4d8c2dc6f,Chauffeur Kavaki,0.5625,0.54,0.674,1.0,postuler_avec_plan_de_montee_en_competence,11,10,1,0.5625,1,1.0,10,True
PPBZV2512010053318,OFFRE_013469_88f119912333,"Responsable Des Ressources Humaines (Rh), Affaires Générales (Admine),Responsable De La Coordination Des Projets",0.4825,0.5566,0.6798,1.0,postuler_avec_plan_de_montee_en_competence,1,1,0,0.4825,1,1.0,1,True
PPBZV2512010053318,OFFRE_012717_99cf9d5e8299,Assistant Ressources Humaines,0.4825,0.5477,0.6767,1.0,postuler_avec_plan_de_montee_en_competence,2,2,0,0.4825,1,1.0,2,True
PPBZV2512010053318,OFFRE_012741_43f6844e1755,Assistant Ressources Humaines,0.4825,0.5154,0.6654,1.0,postuler_avec_plan_de_montee_en_competence,3,3,0,0.4825,1,1.0,3,True
PPBZV2512010053318,OFFRE_011654_8a93627f45cf,Assistant Ressources Humaines,0.4825,0.5082,0.6629,1.0,postuler_avec_plan_de_montee_en_competence,4,4,0,0.4825,1,1.0,4,True
PPBZV2512010053318,OFFRE_012440_dbbbe7bf4dbc,Responsable Ressources Humaines,0.4825,0.5078,0.6627,1.0,postuler_avec_plan_de_montee_en_competence,5,5,0,0.4825,1,1.0,5,True
PPBZV2512010053318,OFFRE_011618_eb4f6ec5064c,Assistant Ressources Humaines,0.4825,0.503,0.661,1.0,postuler_avec_plan_de_montee_en_competence,6,6,0,0.4825,1,1.0,6,True
PPBZV2512010053318,OFFRE_011898_bf6b502d0a79,Responsable Ressources Humaines,0.4825,0.498,0.6593,1.0,postuler_avec_plan_de_montee_en_competence,7,7,0,0.4825,1,1.0,7,True
PPBZV2512010053318,OFFRE_012853_cf0de39076e4,Assistant Ressources Humaines,0.4825,0.4927,0.6574,1.0,postuler_avec_plan_de_montee_en_competence,9,8,1,0.4825,1,1.0,8,True
PPBZV2512010053318,OFFRE_012414_61d3fe6fbc54,Responsable Ressources Humaines,0.4825,0.4789,0.6526,1.0,postuler_avec_plan_de_montee_en_competence,10,9,1,0.4825,1,1.0,9,True
PPBZV2512010053318,OFFRE_011669_8f5171d2e95a,Responsable Ressources Humaines,0.4825,0.4776,0.6522,1.0,postuler_avec_plan_de_montee_en_competence,11,10,1,0.4825,1,1.0,10,True
PPPNR2503210023590,OFFRE_013478_6de8e5993722,Chef De Projet,0.2925,0.5321,0.5851,0.833,postuler_avec_plan_de_montee_en_competence,18,1,17,0.2925,0,0.833,1,True
PPPNR2503210023590,OFFRE_013334_24c68c68f12a,Chef De Projet,0.2925,0.5146,0.579,0.833,postuler_avec_plan_de_montee_en_competence,22,2,20,0.2925,0,0.833,2,True
PPPNR2503210023590,OFFRE_009290_b02d8aa06325,ENGINEERING MANAGER - GUINÉE,0.34,0.6273,0.4946,0.0,vivier_a_developper,1,3,-2,0.34,0,0.0,3,True
PPPNR2503210023590,OFFRE_009043_2191b2714865,Responsable de Maintenance H/F,0.31,0.5942,0.483,0.0,vivier_a_developper,2,4,-2,0.31,0,0.0,4,True
PPPNR2503210023590,OFFRE_008988_cc71fdf69ae1,DIRECTEUR GÉNÉRAL OCÉAN INDIEN,0.28,0.5638,0.4723,0.0,vivier_a_developper,4,5,-1,0.28,0,0.0,5,True
PPPNR2503210023590,OFFRE_009096_aa9bfe94b504,RESPONSABLE MAINTENANCE ALGÉRIE,0.28,0.5604,0.4711,0.0,vivier_a_developper,5,6,-1,0.28,0,0.0,6,True
PPPNR2503210023590,OFFRE_009380_658f3a910016,CHEF DE DÉPARTEMENT TECHNIQUE,0.28,0.5586,0.4705,0.0,vivier_a_developper,6,7,-1,0.28,0,0.0,7,True
PPPNR2503210023590,OFFRE_007104_a1a6c432a9f7,Offre D'emploi: UN(E) CONSULTANT(E),0.55,0.5582,0.4704,0.0,vivier_a_developper,7,8,-1,0.55,1,0.0,8,True
PPPNR2503210023590,OFFRE_007107_271b28ba8bc7,Offre D'emploi: UN(E) CONSULTANT(E),0.55,0.5582,0.4704,0.0,vivier_a_developper,8,9,-1,0.55,1,0.0,9,True
PPPNR2503210023590,OFFRE_009182_7d44fd16ca65,PMO RH,0.34,0.5552,0.4693,0.0,vivier_a_developper,9,10,-1,0.34,0,0.0,10,True
PPPNR2503270024117,OFFRE_011229_ec72de5fb85c,Soudeur,0.4825,0.4391,0.6387,1.0,postuler_avec_plan_de_montee_en_competence,1,1,0,0.4825,1,1.0,1,True
PPPNR2503270024117,OFFRE_013274_931cbfed2253,Soudeur,0.4825,0.399,0.6246,1.0,postuler_avec_plan_de_montee_en_competence,3,2,1,0.4825,1,1.0,2,True
PPPNR2503270024117,OFFRE_013285_0d818c65ccb8,Soudeur,0.4825,0.399,0.6246,1.0,postuler_avec_plan_de_montee_en_competence,4,3,1,0.4825,1,1.0,3,True
PPPNR2503270024117,OFFRE_012623_af2efc4336b8,Soudeur Certifié,0.4825,0.3563,0.6097,1.0,postuler_avec_plan_de_montee_en_competence,9,4,5,0.4825,1,1.0,4,True
PPPNR2503270024117,OFFRE_011449_ed78add75920,Soudeur,0.4825,0.3537,0.6088,1.0,postuler_avec_plan_de_montee_en_competence,12,5,7,0.4825,1,1.0,5,True
PPPNR2503270024117,OFFRE_012945_1fc028d6f602,Soudeur Oq,0.4825,0.3529,0.6085,1.0,postuler_avec_plan_de_montee_en_competence,13,6,7,0.4825,1,1.0,6,True
PPPNR2503270024117,OFFRE_013061_36d5d3fbbc61,Soudeur,0.4825,0.3465,0.6063,1.0,postuler_avec_plan_de_montee_en_competence,14,7,7,0.4825,1,1.0,7,True
PPPNR2503270024117,OFFRE_003601_c97f5b40fb45,BOTTIER / OUVRIER EN FABRICATION DE CHAUSSURES,0.2025,0.3386,0.6035,1.0,postuler_avec_plan_de_montee_en_competence,17,8,9,0.2025,0,1.0,8,True
PPPNR2503270024117,OFFRE_013343_501748a3880e,Soudeurs Argonistes,0.4825,0.3102,0.5936,1.0,postuler_avec_plan_de_montee_en_competence,28,9,19,0.4825,1,1.0,9,True
PPPNR2503270024117,OFFRE_010642_285555757627,Electromécanicien,0.53,0.3676,0.4037,0.0,hors_cible_actuel,7,10,-3,0.53,1,0.0,10,True
PPBZV2505140028408,OFFRE_012425_7a4543d804a1,Chauffeur,0.5625,0.5575,0.6801,1.0,postuler_avec_plan_de_montee_en_competence,1,1,0,0.5625,1,1.0,1,True
PPBZV2505140028408,OFFRE_013050_95dc2385ce7f,Chauffeur,0.5625,0.5508,0.6778,1.0,postuler_avec_plan_de_montee_en_competence,2,2,0,0.5625,1,1.0,2,True
PPBZV2505140028408,OFFRE_011867_ebfce01c048d,Chauffeur,0.5625,0.5395,0.6738,1.0,postuler_avec_plan_de_montee_en_competence,3,3,0,0.5625,1,1.0,3,True
PPBZV2505140028408,OFFRE_011624_be41bc98f8b3,Chauffeur Kavaki,0.5625,0.5305,0.6707,1.0,postuler_avec_plan_de_montee_en_competence,5,4,1,0.5625,1,1.0,4,True
PPBZV2505140028408,OFFRE_013314_1da21e1dde5a,Chauffeur Citerne,0.5625,0.5242,0.6685,1.0,postuler_avec_plan_de_montee_en_competence,6,5,1,0.5625,1,1.0,5,True
PPBZV2505140028408,OFFRE_012226_5897a6ebd558,Chauffeur,0.5625,0.5212,0.6674,1.0,postuler_avec_plan_de_montee_en_competence,7,6,1,0.5625,1,1.0,6,True
PPBZV2505140028408,OFFRE_012718_ba1cb930e0b7,Chauffeur,0.5625,0.5212,0.6674,1.0,postuler_avec_plan_de_montee_en_competence,8,7,1,0.5625,1,1.0,7,True
PPBZV2505140028408,OFFRE_012223_a77cb6e9867c,Stagiaire Chauffeur,0.5625,0.518,0.6663,1.0,postuler_avec_plan_de_montee_en_competence,10,8,2,0.5625,1,1.0,8,True
PPBZV2505140028408,OFFRE_012209_56c86b9f1126,Chauffeur Coursier,0.5625,0.5146,0.6651,1.0,postuler_avec_plan_de_montee_en_competence,11,9,2,0.5625,1,1.0,9,True
PPBZV2505140028408,OFFRE_012078_a08d8554ded1,Chauffeur,0.5625,0.5141,0.6649,1.0,postuler_avec_plan_de_montee_en_competence,12,10,2,0.5625,1,1.0,10,True
PPBOU2509100041860,OFFRE_011834_c5682961e06f,Manœuvre,0.4982,0.5733,0.6857,1.0,postuler_avec_plan_de_montee_en_competence,1,1,0,0.4982,1,1.0,1,True
PPBOU2509100041860,OFFRE_011835_f44c0817478a,Manœuvre,0.4982,0.5733,0.6857,1.0,postuler_avec_plan_de_montee_en_competence,2,2,0,0.4982,1,1.0,2,True
PPBOU2509100041860,OFFRE_011811_fc7c02b914bf,Manœuvre,0.1768,0.4866,0.3553,0.0,hors_cible_actuel,3,3,0,0.1768,0,0.0,10,True
PPBOU2509100041860,OFFRE_012384_5b7b91e68879,Manœuvre,0.1768,0.4815,0.3535,0.167,hors_cible_actuel,4,4,0,0.1768,0,0.167,3,True
PPBOU2509100041860,OFFRE_013435_b07056a2ed51,Manœuvre,0.1768,0.4733,0.3507,0.167,hors_cible_actuel,5,5,0,0.1768,0,0.167,4,True
PPBOU2509100041860,OFFRE_012337_f6069c78d86b,Manœuvre,0.1768,0.4644,0.3475,0.167,hors_cible_actuel,6,6,0,0.1768,0,0.167,5,True
PPBOU2509100041860,OFFRE_012335_b42f9d2b16e9,Manœuvre,0.1768,0.4644,0.3475,0.167,hors_cible_actuel,7,7,0,0.1768,0,0.167,6,True
PPBOU2509100041860,OFFRE_012336_c804b1ffc7d8,Manœuvre,0.1768,0.4644,0.3475,0.167,hors_cible_actuel,8,8,0,0.1768,0,0.167,7,True
PPBOU2509100041860,OFFRE_013176_034598605c64,Manœuvre,0.1768,0.4518,0.3431,0.167,hors_cible_actuel,9,9,0,0.1768,0,0.167,8,True
PPBOU2509100041860,OFFRE_013178_471e71136786,Manœuvre,0.1768,0.4518,0.3431,0.167,hors_cible_actuel,10,10,0,0.1768,0,0.167,9,True
PPBZV2512100054857,OFFRE_013591_1b369ddc01f5,Law Firm Administrateur,0.1875,0.4579,0.3453,0.0,hors_cible_actuel,2,1,1,0.1875,0,0.0,1,True
PPBZV2512100054857,OFFRE_013634_c59b01cc0fca,Office Price Book Administrateur,0.1125,0.4531,0.3436,0.0,hors_cible_actuel,5,2,3,0.1125,0,0.0,2,True
PPBZV2512100054857,OFFRE_002914_c813b31789c1,Wash Officer,0.325,0.4442,0.3405,0.0,hors_cible_actuel,7,3,4,0.325,1,0.0,3,True
PPBZV2512100054857,OFFRE_006509_d5bdbd437f79,LTL-INTERIM Sarl À Yaoundé Recrute Plusieurs Profils,0.2875,0.4442,0.3405,0.0,hors_cible_actuel,8,4,4,0.2875,0,0.0,4,True
PPBZV2512100054857,OFFRE_005468_2eee8d910ac4,Personnel Elevage,0.325,0.4442,0.3405,0.0,hors_cible_actuel,10,5,5,0.325,0,0.0,5,True
PPBZV2512100054857,OFFRE_007772_94583553ea62,10 Gestionnaires Des Musées Communautaires,0.3025,0.4442,0.3405,0.0,hors_cible_actuel,11,6,5,0.3025,0,0.0,6,True
PPBZV2512100054857,OFFRE_008163_ee757f668336,Wash Officer,0.325,0.4442,0.3405,0.0,hors_cible_actuel,12,7,5,0.325,0,0.0,7,True
PPBZV2512100054857,OFFRE_006666_7b10959de66d,Offre D'emploi: Intern - Small Business And Entrepreneurship Center SBEC,0.2875,0.4399,0.339,0.0,hors_cible_actuel,14,8,6,0.2875,0,0.0,8,True
PPBZV2512100054857,OFFRE_009866_a897275cb9ef,Secrétaire de la Société,0.2625,0.4369,0.3379,0.0,hors_cible_actuel,15,9,6,0.2625,0,0.0,9,True
PPBZV2512100054857,OFFRE_013677_07f544c186d2,Receptionist,0.1125,0.4248,0.3337,0.0,hors_cible_actuel,16,10,6,0.1125,0,0.0,10,True
PPBZV2508060037895,OFFRE_010313_0f67cf45444b,SUPERVISEUR COMMERCIAL (VAN TEAM COORDINATOR),0.6464,0.4977,0.4492,0.0,vivier_a_developper,2,1,1,0.6464,1,0.0,1,True
PPBZV2508060037895,OFFRE_009566_4b173a228fe4,Area Manager pour Blue Work Spaces - Site Rue Ceper,0.4536,0.4583,0.4354,0.0,vivier_a_developper,5,2,3,0.4536,0,0.0,2,True
PPBZV2508060037895,OFFRE_010824_b354a45670d4,Chef d'Equipe,0.5179,0.4467,0.4313,0.0,vivier_a_developper,6,3,3,0.5179,1,0.0,3,True
PPBZV2508060037895,OFFRE_009952_ab453b0c1d72,Planneur Stratégique Junior - Yaoundé,0.3893,0.4343,0.427,0.0,vivier_a_developper,8,4,4,0.3893,0,0.0,4,True
PPBZV2508060037895,OFFRE_010414_e56f7576c9e8,MARKETISTE – ASSISTANTE DE DIRECTION,0.4536,0.4255,0.4239,0.0,vivier_a_developper,10,5,5,0.4536,0,0.0,5,True
PPBZV2508060037895,OFFRE_010465_e304d9eb1b08,Responsable Commercial Showroom (H/F),0.4536,0.4232,0.4231,0.0,vivier_a_developper,11,6,5,0.4536,0,0.0,6,True
PPBZV2508060037895,OFFRE_009775_0a881e5a753d,Coordinateur Régional,0.4536,0.4221,0.4227,0.0,vivier_a_developper,12,7,5,0.4536,0,0.0,7,True
PPBZV2508060037895,OFFRE_009886_b12355f64441,Commercial en Communication et Publicité H/F,0.5179,0.4213,0.4225,0.0,vivier_a_developper,13,8,5,0.5179,1,0.0,8,True
PPBZV2508060037895,OFFRE_009582_9befcdc1bf7a,stages de vacance,0.5179,0.4188,0.4216,0.0,vivier_a_developper,16,9,7,0.5179,1,0.0,9,True
PPBZV2508060037895,OFFRE_009812_efb216206984,Business Developer,0.5179,0.4175,0.4211,0.0,vivier_a_developper,17,10,7,0.5179,1,0.0,10,True
PPPNR2512110054948,OFFRE_013386_a7ab38beca29,"Agent Qhse ( Qualité, Hygiène, Sécurité,Environnement)",0.5125,0.5991,0.6086,0.833,postuler_avec_plan_de_montee_en_competence,4,1,3,0.5125,1,0.833,1,True
PPPNR2512110054948,OFFRE_008229_f8fd2dac3669,RESPONSABLE SECURITE ET ACCES HUMANITAIRE,0.49,0.4864,0.4452,0.0,vivier_a_developper,29,2,27,0.49,1,0.0,9,True
PPPNR2512110054948,OFFRE_007125_fa507db59936,ASSISTANT QHSE – Yaoundé,0.46,0.4864,0.4452,0.0,vivier_a_developper,30,3,27,0.46,0,0.0,10,True
PPPNR2512110054948,OFFRE_013468_90804f1cc50a,Technicienne Qhse,0.3625,0.6627,0.4169,0.333,hors_cible_actuel,1,4,-3,0.3625,0,0.333,2,True
PPPNR2512110054948,OFFRE_013328_e1db596150dc,Responsable Qhse,0.3625,0.6082,0.3979,0.333,hors_cible_actuel,2,5,-3,0.3625,0,0.333,3,True
PPPNR2512110054948,OFFRE_012067_c4c9d3099c87,Hse,0.3625,0.6014,0.3955,0.333,hors_cible_actuel,3,6,-3,0.3625,0,0.333,4,True
PPPNR2512110054948,OFFRE_012762_d4d1af0f1fb7,"Responsablehsse (Hygiène, Santé, Sécurité Et Environnement)",0.5125,0.5917,0.3921,0.333,hors_cible_actuel,5,7,-2,0.5125,1,0.333,5,True
PPPNR2512110054948,OFFRE_012371_1dfa6fe9096d,Technicien Hse,0.3625,0.5848,0.3897,0.333,hors_cible_actuel,6,8,-2,0.3625,0,0.333,6,True
PPPNR2512110054948,OFFRE_013034_c3ff4abf642f,Responsable Qhse,0.3625,0.5836,0.3893,0.333,hors_cible_actuel,7,9,-2,0.3625,0,0.333,7,True
PPPNR2512110054948,OFFRE_013346_bbed98f28163,Technicien Hse,0.3625,0.5737,0.3858,0.333,hors_cible_actuel,8,10,-2,0.3625,0,0.333,8,True
PPBZV2501290018747,OFFRE_005011_b0844b38dce8,Machiniste Menuisier,0.2625,0.4485,0.342,0.0,hors_cible_actuel,1,1,0,0.2625,0,0.0,3,True
PPBZV2501290018747,OFFRE_005825_1f73e351bb0b,Aide - Menuisiers (03),0.1125,0.4485,0.342,0.0,hors_cible_actuel,2,2,0,0.1125,0,0.0,4,True
PPBZV2501290018747,OFFRE_003171_25d86dbe877a,MENUISIER,0.3375,0.4485,0.342,0.0,hors_cible_actuel,3,3,0,0.3375,0,0.0,5,True
PPBZV2501290018747,OFFRE_009853_89868cdd3ea2,Serveur (H/F),0.175,0.3142,0.329,0.0,hors_cible_actuel,19,4,15,0.175,0,0.0,6,True
PPBZV2501290018747,OFFRE_003888_7ef5b033718f,Chargé De Programme D'incubation,0.525,0.3327,0.3134,0.4,hors_cible_actuel,10,5,5,0.525,1,0.4,1,True
PPBZV2501290018747,OFFRE_006058_72033c580aa7,NEGOCIATEUR (RICE) IMMOBILIER,0.5625,0.3327,0.3134,0.4,hors_cible_actuel,11,6,5,0.5625,1,0.4,2,True
PPBZV2501290018747,OFFRE_009395_4be6b304da0c,recherche d'un(e) maitre dans l'art de la restauration,0.1125,0.3378,0.3032,0.0,hors_cible_actuel,6,7,-1,0.1125,0,0.0,7,True
PPBZV2501290018747,OFFRE_012878_2f51608f794a,Réceptionniste Bilingue,0.1125,0.3197,0.2969,0.0,hors_cible_actuel,15,8,7,0.1125,0,0.0,8,True
PPBZV2501290018747,OFFRE_013622_4b8e25fa3ae2,Serveur,0.1125,0.3153,0.2954,0.0,hors_cible_actuel,18,9,9,0.1125,0,0.0,9,True
PPBZV2501290018747,OFFRE_004365_cce20aed0216,"Caisières, Cuisinières",0.1125,0.3096,0.2934,0.0,hors_cible_actuel,21,10,11,0.1125,0,0.0,10,True
PPPNR2505150028574,OFFRE_004192_760e29d148b9,STAGIAIRES EN SYSTÈMES D’INFORMATION ET EN DÉVELOPPEMENT LOGICIEL H/F,0.3893,0.4649,0.7377,1.0,pret_a_postuler,20,1,19,0.3893,1,1.0,1,True
PPPNR2505150028574,OFFRE_007016_7f8465b1b562,Stagiaires Professionnels En Réseaux Et Télécom,0.475,0.4649,0.7377,1.0,pret_a_postuler,21,2,19,0.475,1,1.0,2,True
PPPNR2505150028574,OFFRE_003315_329606debd25,OFFRE DE STAGE Réseau & Télécommunication (H/F),0.4375,0.4649,0.7377,1.0,pret_a_postuler,25,3,22,0.4375,1,1.0,3,True
PPPNR2505150028574,OFFRE_004771_b7f39fb15230,Executive Account Management - SME - Enterprise Business Unit,0.2438,0.4649,0.6477,1.0,postuler_avec_plan_de_montee_en_competence,14,4,10,0.2438,0,1.0,4,True
PPPNR2505150028574,OFFRE_002981_1f353d85bdff,Support Call Center,0.2775,0.4649,0.6477,1.0,postuler_avec_plan_de_montee_en_competence,16,5,11,0.2775,0,1.0,5,True
PPPNR2505150028574,OFFRE_004259_e4e7940bfe59,GESTIONNAIRE SYSTÈMES,0.3,0.4649,0.6477,1.0,postuler_avec_plan_de_montee_en_competence,18,6,12,0.3,0,1.0,6,True
PPPNR2505150028574,OFFRE_003228_2630a1bdb197,SPÉCIALISTE DE LA SÉCURITÉ DES S.I.,0.3,0.4649,0.6477,1.0,postuler_avec_plan_de_montee_en_competence,22,7,15,0.3,0,1.0,7,True
PPPNR2505150028574,OFFRE_003245_a99f29cfb580,Representative - Executive Accounts Manager,0.25,0.4649,0.6277,1.0,postuler_avec_plan_de_montee_en_competence,19,8,11,0.25,0,1.0,8,True
PPPNR2505150028574,OFFRE_003026_5aecc11d8ab1,CHEF DE MISSION,0.2875,0.4649,0.6277,1.0,postuler_avec_plan_de_montee_en_competence,24,9,15,0.2875,0,1.0,9,True
PPPNR2505150028574,OFFRE_003845_a277378decbb,INGENIEUR RESEAU TELECOM H/F,0.28,0.4649,0.4333,1.0,vivier_a_developper,15,10,5,0.28,0,1.0,10,True
PPBZV2512120055338,OFFRE_013202_789bbe1ac7bb,Conducteur De Travaux,0.45,0.4436,0.4684,0.667,vivier_a_developper,1,1,0,0.45,1,0.667,1,True
PPBZV2512120055338,OFFRE_011248_16a0824d0cff,Conducteur D'Equipement,0.45,0.4014,0.4536,0.667,vivier_a_developper,3,2,1,0.45,1,0.667,2,True
PPBZV2512120055338,OFFRE_013262_d08d00fcb640,Conducteurs Des Travaux,0.3937,0.3722,0.4434,0.667,vivier_a_developper,7,3,4,0.3937,0,0.667,3,True
PPBZV2512120055338,OFFRE_012758_a703e1b616aa,Conducteur De Travaux Génie Civil,0.45,0.3721,0.4433,0.667,vivier_a_developper,8,4,4,0.45,1,0.667,4,True
PPBZV2512120055338,OFFRE_011459_9de81db749f3,Conducteur De Rouleau Compresseur Double Tambour (Xcmg Xd103& Xd120),0.45,0.2867,0.4134,0.667,hors_cible_actuel,29,5,24,0.45,1,0.667,5,True
PPBZV2512120055338,OFFRE_013576_f0acc39a53a5,Conducteur Niveleuse,0.1688,0.3794,0.3178,0.0,hors_cible_actuel,5,6,-1,0.1688,0,0.0,6,True
PPBZV2512120055338,OFFRE_013336_69f54c384a70,Conducteur En Ligne,0.1688,0.3638,0.3123,0.0,hors_cible_actuel,10,7,3,0.1688,0,0.0,7,True
PPBZV2512120055338,OFFRE_011252_fb647a9a3bdd,Conducteur D'Engin,0.1688,0.3441,0.3054,0.0,hors_cible_actuel,11,8,3,0.1688,0,0.0,8,True
PPBZV2512120055338,OFFRE_013577_8738835c48b7,Conducteur Excavateur,0.1688,0.339,0.3037,0.0,hors_cible_actuel,12,9,3,0.1688,0,0.0,9,True
PPBZV2512120055338,OFFRE_012659_d8fc9fa2afed,Conducteur D'Engin,0.1688,0.3284,0.2999,0.0,hors_cible_actuel,13,10,3,0.1688,0,0.0,10,True
PPBZV2505260029710,OFFRE_013147_cc53dcc55f35,Ingenieur Electrotechnicien,0.5725,0.5264,0.6692,1.0,postuler_avec_plan_de_montee_en_competence,8,1,7,0.5725,1,1.0,1,True
PPBZV2505260029710,OFFRE_012132_44b6284e3adc,Electrotechnicien,0.5725,0.4909,0.6568,1.0,postuler_avec_plan_de_montee_en_competence,14,2,12,0.5725,1,1.0,2,True
PPBZV2505260029710,OFFRE_005914_b91fec4d35d0,Chef D’équipe Maintenance,0.2025,0.5933,0.3927,0.0,hors_cible_actuel,1,3,-2,0.2025,0,0.0,4,True
PPBZV2505260029710,OFFRE_003803_bc38a67a4920,REGIONAL SITE SUPERVISOR,0.1125,0.5663,0.3832,0.0,hors_cible_actuel,2,4,-2,0.1125,0,0.0,5,True
PPBZV2505260029710,OFFRE_008250_32d43dbbc23d,REGIONAL SITE SUPERVISOR,0.1125,0.5663,0.3832,0.0,hors_cible_actuel,3,5,-2,0.1125,0,0.0,6,True
PPBZV2505260029710,OFFRE_007826_78c820fa9ab1,REGIONAL SITE SUPERVISOR,0.1125,0.5663,0.3832,0.0,hors_cible_actuel,4,6,-2,0.1125,0,0.0,7,True
PPBZV2505260029710,OFFRE_004743_c47a362f0381,Technicien,0.1375,0.4676,0.3694,0.833,hors_cible_actuel,28,7,21,0.1375,0,0.833,3,True
